date,web_traffic,page_views,clicks,impressions,ctr,bounce_rate,avg_session_duration_sec,new_users,returning_users,conversions,conversion_rate,ad_spend_usd,organic_search,referral_traffic,promo_flag,holiday_flag
2021-05-05,2364,2368,162,3931,0.0412,0.4359,192.6,763,1605,7,0.0432,6.7,1384,304,0,0
2021-05-06,2414,2371,188,3914,0.048,0.3646,146.9,650,1721,7,0.0372,8.39,1274,281,0,0
2021-05-07,1970,1927,127,3349,0.0379,0.3802,118.4,445,1482,4,0.0315,7.03,1200,228,0,0
2021-05-08,1683,1641,97,2694,0.036,0.2175,200.0,510,1131,4,0.0412,5.75,848,173,0,0
2021-05-09,1968,1980,102,3109,0.0328,0.22,197.5,604,1376,4,0.0392,3.75,1236,211,0,0
2021-05-10,2046,2093,118,3587,0.0329,0.3833,195.0,496,1597,3,0.0254,3.06,1236,259,0,0
2021-05-11,2160,2134,123,3190,0.0386,0.3884,200.0,716,1418,3,0.0244,3.8,1127,164,0,0
2021-05-12,2280,2285,127,3024,0.042,0.4,196.7,493,1792,4,0.0315,3.68,1328,195,0,0
2021-05-13,1991,2032,94,2982,0.0315,0.3212,152.5,706,1326,3,0.0319,6.45,1102,279,0,0
2021-05-14,1601,1703,112,2301,0.0487,0.2825,178.5,560,1143,5,0.0446,4.08,934,138,0,0
2021-05-15,1749,1812,112,2473,0.0453,0.2484,195.0,549,1263,5,0.0446,2.28,1002,190,0,0
2021-05-16,1955,1982,122,2916,0.0418,0.284,177.2,675,1307,4,0.0328,2.92,1010,238,0,0
2021-05-17,1774,1811,113,2429,0.0465,0.3976,196.5,558,1253,5,0.0442,2.51,1173,272,0,0
2021-05-18,2180,2271,103,3267,0.0315,0.4545,200.0,519,1752,3,0.0291,5.7,1146,212,0,0
2021-05-19,2146,2175,96,2439,0.0394,0.4379,119.1,579,1596,4,0.0417,4.64,1304,202,0,0
2021-05-20,1982,2028,133,3129,0.0425,0.3835,150.0,427,1601,3,0.0226,6.54,1127,272,0,0
2021-05-21,1756,1755,123,2633,0.0467,0.3321,124.4,454,1301,4,0.0325,5.82,1048,229,0,0
2021-05-22,1509,1559,95,2084,0.0456,0.3161,163.8,485,1074,4,0.0421,2.3,863,192,0,0
2021-05-23,1680,1719,100,2805,0.0357,0.2781,192.7,443,1276,2,0.02,3.55,1033,166,0,0
2021-05-24,1829,1836,151,3098,0.0487,0.3265,200.0,458,1378,6,0.0397,3.6,1119,151,0,0
2021-05-25,2175,2188,84,2579,0.0326,0.3785,187.7,633,1555,4,0.0476,3.45,1321,243,0,0
2021-05-26,2183,2199,141,2963,0.0476,0.3752,151.4,727,1472,5,0.0355,6.44,1137,303,0,0
2021-05-27,2091,2015,134,2713,0.0494,0.4267,198.8,417,1598,4,0.0299,4.51,1206,279,0,0
2021-05-28,1752,1680,74,2204,0.0336,0.3355,190.3,433,1247,3,0.0405,4.2,911,102,0,0
2021-05-29,1568,1560,116,2599,0.0446,0.2814,150.1,349,1211,5,0.0431,3.99,787,145,0,0
2021-05-30,1821,1771,80,2588,0.0309,0.2654,200.0,539,1232,2,0.025,2.18,996,171,0,0
2021-05-31,1960,1958,108,2833,0.0381,0.4203,200.0,423,1535,3,0.0278,2.54,1106,289,0,0
2021-06-01,2099,1998,89,2196,0.0405,0.404,200.0,599,1399,4,0.0449,3.53,1139,235,0,0
2021-06-02,2250,2177,147,3542,0.0415,0.4953,172.1,529,1648,5,0.034,6.65,1319,198,0,0
2021-06-03,2175,2097,128,2626,0.0487,0.3915,139.8,482,1615,3,0.0234,2.95,1146,110,0,0
2021-06-04,1594,1558,102,2356,0.0433,0.2762,172.6,530,1028,3,0.0294,4.44,853,166,0,0
2021-06-05,1739,1667,103,2593,0.0397,0.2821,175.8,338,1329,5,0.0485,5.23,849,99,0,0
2021-06-06,1638,1573,129,2788,0.0463,0.2923,189.2,418,1155,5,0.0388,3.95,949,210,0,0
2021-06-07,1952,1937,118,2398,0.0492,0.3678,183.9,394,1543,6,0.0508,4.6,1133,243,0,0
2021-06-08,1968,1992,54,1785,0.0303,0.4322,180.8,543,1449,2,0.037,2.51,1100,191,0,0
2021-06-09,1930,1917,146,2946,0.0496,0.4456,140.5,527,1390,7,0.0479,5.35,1161,178,0,0
2021-06-10,1770,1784,105,3318,0.0316,0.5128,153.2,443,1341,3,0.0286,6.46,1036,249,0,0
2021-06-11,1775,1740,141,3041,0.0464,0.3658,129.0,382,1358,6,0.0426,6.96,992,137,0,0
2021-06-12,1584,1612,89,2486,0.0358,0.2886,168.0,413,1199,2,0.0225,3.28,930,121,0,0
2021-06-13,1490,1524,70,2136,0.0328,0.2774,200.0,458,1066,3,0.0429,3.03,907,219,0,0
2021-06-14,1904,1923,124,3195,0.0388,0.4004,200.0,610,1313,4,0.0323,3.35,1152,252,0,0
2021-06-15,1814,1861,104,2429,0.0428,0.4541,198.1,520,1341,3,0.0288,2.69,1011,246,0,0
2021-06-16,2074,2103,126,3355,0.0376,0.4488,171.6,607,1496,6,0.0476,6.17,1096,146,0,0
2021-06-17,1748,1814,90,2904,0.031,0.3782,190.6,417,1397,4,0.0444,6.32,950,117,0,0
2021-06-18,1559,1640,118,2808,0.042,0.3026,163.4,399,1241,2,0.0169,3.91,977,86,0,0
2021-06-19,1502,1573,155,3228,0.048,0.094,166.8,353,1220,6,0.0387,3.45,992,116,0,0
2021-06-20,1469,1516,90,2393,0.0376,0.2823,170.2,360,1156,3,0.0333,2.94,851,193,0,0
2021-06-21,1761,1787,86,2499,0.0344,0.3256,200.0,418,1369,3,0.0349,3.7,939,132,0,0
2021-06-22,2162,2167,126,3239,0.0389,0.5078,200.0,602,1565,6,0.0476,4.0,1329,266,0,0
2021-06-23,2032,2029,72,2326,0.031,0.4485,160.7,577,1452,2,0.0278,2.68,1268,153,0,0
2021-06-24,2049,2049,129,2789,0.0463,0.3339,158.8,700,1349,6,0.0465,5.31,1295,183,0,0
2021-06-25,1552,1574,104,2232,0.0466,0.3041,145.7,361,1213,3,0.0288,1.81,930,233,0,0
2021-06-26,1666,1625,95,2267,0.0419,0.2002,169.6,481,1144,4,0.0421,3.65,1022,121,0,0
2021-06-27,1771,1787,101,2735,0.0369,0.2955,148.9,576,1211,4,0.0396,5.44,898,157,0,0
2021-06-28,1533,1531,94,2045,0.046,0.3645,200.0,435,1096,3,0.0319,2.45,790,123,0,0
2021-06-29,1992,1947,138,3357,0.0411,0.4761,200.0,464,1483,4,0.029,5.72,1001,119,0,0
2021-06-30,2236,2165,151,3248,0.0465,0.4079,160.7,518,1647,7,0.0464,5.86,1314,214,0,0
2021-07-01,1992,1923,123,2881,0.0427,0.3951,154.0,396,1527,5,0.0407,5.14,982,169,0,0
2021-07-02,1802,1755,115,2517,0.0457,0.2384,137.9,431,1324,3,0.0261,3.7,1008,210,0,0
2021-07-03,1551,1490,96,2281,0.0421,0.2876,180.5,464,1026,3,0.0312,3.01,851,196,0,0
2021-07-04,1637,1626,104,2707,0.0384,0.2978,194.4,337,1289,2,0.0192,5.56,889,170,0,1
2021-07-05,1833,1813,118,2405,0.0491,0.3748,191.2,422,1391,3,0.0254,4.66,1143,96,0,0
2021-07-06,2201,2188,122,2994,0.0407,0.4283,200.0,669,1519,4,0.0328,3.84,1150,245,0,0
2021-07-07,2124,2133,129,3070,0.042,0.4682,191.9,677,1456,3,0.0233,2.93,1179,118,0,0
2021-07-08,1996,1996,85,2457,0.0346,0.4736,140.9,536,1460,4,0.0471,2.23,1230,223,0,0
2021-07-09,1663,1669,95,2230,0.0426,0.2924,162.9,509,1160,4,0.0421,2.1,842,198,0,0
2021-07-10,1488,1512,88,2124,0.0414,0.2594,184.1,390,1122,4,0.0455,3.56,909,106,1,0
2021-07-11,1546,1574,89,2636,0.0338,0.2175,200.0,353,1221,4,0.0449,2.31,980,208,0,0
2021-07-12,1777,1892,92,2937,0.0313,0.3066,176.1,491,1401,4,0.0435,3.83,1211,267,1,0
2021-07-13,1987,2013,130,3097,0.042,0.4331,200.0,578,1435,5,0.0385,5.98,1271,264,0,0
2021-07-14,2100,2155,163,3599,0.0453,0.5027,161.9,737,1418,6,0.0368,4.47,1181,174,0,0
2021-07-15,2162,2222,132,3272,0.0403,0.3806,145.8,467,1755,7,0.053,6.36,1306,241,0,0
2021-07-16,1748,1839,100,2902,0.0345,0.2948,200.0,508,1331,4,0.04,5.57,941,260,0,0
2021-07-17,1545,1548,99,2290,0.0432,0.2322,179.4,386,1162,2,0.0202,2.68,834,127,0,0
2021-07-18,1788,1788,88,2777,0.0317,0.2451,191.0,494,1294,4,0.0455,5.26,919,236,0,0
2021-07-19,1724,1817,98,2514,0.039,0.3647,165.9,370,1447,5,0.051,4.83,994,93,0,0
2021-07-20,1800,1844,62,1867,0.0332,0.3533,200.0,455,1389,3,0.0484,2.61,1164,93,0,0
2021-07-21,2024,2026,101,2985,0.0338,0.5115,146.4,654,1372,4,0.0396,3.33,1119,255,0,0
2021-07-22,1744,1775,108,3168,0.0341,0.3601,132.9,502,1273,4,0.037,5.01,1037,224,0,0
2021-07-23,1688,1717,109,2894,0.0377,0.3427,146.3,459,1258,5,0.0459,6.31,970,221,0,0
2021-07-24,1593,1613,85,2731,0.0311,0.189,200.0,392,1221,2,0.0235,4.8,918,231,0,1
2021-07-25,1890,1870,124,3267,0.038,0.3053,200.0,458,1412,5,0.0403,3.46,1207,116,0,0
2021-07-26,2034,1935,118,2937,0.0402,0.3836,200.0,498,1437,3,0.0254,5.36,1053,142,1,0
2021-07-27,2151,2097,128,3228,0.0397,0.4474,200.0,682,1415,5,0.0391,4.65,1246,294,0,0
2021-07-28,2288,2284,118,3144,0.0375,0.3978,161.3,788,1496,5,0.0424,5.3,1286,155,0,0
2021-07-29,1794,1770,119,2543,0.0468,0.4059,155.8,470,1300,3,0.0252,4.83,901,209,0,0
2021-07-30,1860,1820,97,2954,0.0328,0.2475,154.4,471,1349,3,0.0309,4.64,1044,188,0,0
2021-07-31,1757,1733,121,3017,0.0401,0.2399,192.7,567,1166,5,0.0413,6.1,1078,101,0,0
2021-08-01,1542,1524,70,2243,0.0312,0.3233,200.0,402,1122,2,0.0286,4.22,785,120,0,0
2021-08-02,2141,2071,92,2920,0.0315,0.3898,200.0,586,1485,3,0.0326,5.03,1057,211,0,0
2021-08-03,2236,2208,137,3312,0.0414,0.4289,191.5,518,1690,6,0.0438,3.4,1155,299,0,0
2021-08-04,2229,2181,146,3534,0.0413,0.3988,188.2,679,1502,4,0.0274,7.26,1341,263,0,0
2021-08-05,2239,2156,124,2611,0.0475,0.4257,151.1,603,1553,4,0.0323,5.75,1312,242,0,0
2021-08-06,2109,2104,90,2190,0.0411,0.3076,131.3,676,1428,4,0.0444,2.2,1230,210,0,0
2021-08-07,1719,1700,116,2363,0.0491,0.1365,165.3,539,1161,3,0.0259,3.62,969,136,0,0
2021-08-08,1740,1771,69,2224,0.031,0.3109,200.0,411,1360,2,0.029,2.64,1121,110,0,0
2021-08-09,1927,1925,86,2692,0.0319,0.3488,200.0,592,1333,3,0.0349,5.2,1184,175,0,0
2021-08-10,2137,2118,96,3114,0.0308,0.4883,195.0,678,1440,4,0.0417,5.86,1317,112,0,0
2021-08-11,2394,2386,113,3363,0.0336,0.3927,149.1,601,1785,5,0.0442,3.4,1484,170,0,0
2021-08-12,1993,2029,148,3633,0.0407,0.2346,154.1,458,1571,7,0.0473,7.69,1210,189,0,0
2021-08-13,1828,1887,127,2954,0.043,0.3206,155.2,378,1509,5,0.0394,3.17,1073,173,0,0
2021-08-14,1625,1665,80,2598,0.0308,0.2671,177.0,446,1219,2,0.025,5.19,1048,91,0,0
2021-08-15,1797,1845,147,2997,0.049,0.1873,200.0,467,1378,3,0.0204,4.45,1179,201,0,0
2021-08-16,2037,2073,124,2637,0.047,0.3011,200.0,587,1486,4,0.0323,3.41,1044,218,0,0
2021-08-17,2338,2405,148,4107,0.036,0.5659,186.8,549,1856,4,0.027,4.26,1221,139,0,0
2021-08-18,2233,2288,107,3397,0.0315,0.4322,161.0,753,1535,4,0.0374,3.57,1473,330,0,0
2021-08-19,2116,2160,118,3530,0.0334,0.4299,132.2,516,1644,5,0.0424,6.33,1170,129,0,0
2021-08-20,1806,1815,76,2333,0.0326,0.2741,166.9,425,1390,2,0.0263,3.79,1145,246,0,0
2021-08-21,1723,1719,66,2044,0.0323,0.148,200.0,468,1251,3,0.0455,2.01,960,86,0,0
2021-08-22,1862,1885,127,3136,0.0405,0.2633,192.4,518,1367,3,0.0236,3.04,976,261,0,0
2021-08-23,2149,2184,120,3440,0.0349,0.3367,200.0,507,1677,4,0.0333,3.13,1118,114,0,0
2021-08-24,2259,2238,110,2953,0.0373,0.4082,200.0,539,1699,4,0.0364,5.66,1172,281,0,0
2021-08-25,2567,2525,167,3348,0.0499,0.4418,183.4,569,1956,5,0.0299,6.25,1357,218,0,0
2021-08-26,2447,2422,183,4178,0.0438,0.4066,161.7,745,1677,6,0.0328,3.71,1388,300,0,0
2021-08-27,2057,2041,126,2576,0.0489,0.2991,129.2,644,1397,3,0.0238,4.23,1235,184,1,0
2021-08-28,2081,2052,123,3752,0.0328,0.1893,186.9,553,1499,4,0.0325,3.48,1330,117,0,0
2021-08-29,1901,1804,90,2381,0.0378,0.2961,180.1,554,1250,4,0.0444,5.13,1021,229,0,0
2021-08-30,2066,2010,134,3272,0.041,0.2525,187.3,624,1386,6,0.0448,7.07,1161,115,0,0
2021-08-31,2290,2210,100,3170,0.0315,0.3257,191.8,488,1722,3,0.03,5.86,1278,314,0,0
2021-09-01,2700,2677,131,4338,0.0302,0.4845,161.6,923,1754,4,0.0305,9.5,1555,147,0,0
2021-09-02,2490,2410,146,3353,0.0435,0.4187,148.5,779,1631,6,0.0411,6.76,1392,236,0,0
2021-09-03,2113,2049,129,3007,0.0429,0.3037,124.2,473,1576,6,0.0465,6.14,1027,251,0,0
2021-09-04,1946,1920,111,2896,0.0383,0.1827,192.5,438,1482,3,0.027,4.79,960,172,0,0
2021-09-05,1863,1824,94,2370,0.0397,0.2364,200.0,399,1425,3,0.0319,2.98,939,131,0,0
2021-09-06,2572,2523,159,4158,0.0382,0.3369,171.1,557,1966,7,0.044,4.68,1300,318,0,0
2021-09-07,2486,2519,107,3520,0.0304,0.3484,200.0,786,1733,4,0.0374,4.54,1526,324,0,0
2021-09-08,2567,2593,138,3771,0.0366,0.4105,157.1,701,1892,3,0.0217,6.57,1376,369,0,0
2021-09-09,2491,2496,109,3248,0.0336,0.426,170.1,792,1704,4,0.0367,3.44,1583,219,0,0
2021-09-10,2153,2182,69,2155,0.032,0.378,151.6,681,1501,2,0.029,2.56,1395,220,0,0
2021-09-11,1951,1976,142,2889,0.0492,0.2315,173.9,574,1402,5,0.0352,4.34,1277,171,0,0
2021-09-12,1907,1930,161,3826,0.0421,0.3096,195.0,585,1345,6,0.0373,4.4,1237,146,0,0
2021-09-13,2329,2362,174,3914,0.0445,0.2543,200.0,479,1883,8,0.046,6.59,1277,295,0,0
2021-09-14,2756,2813,153,4209,0.0364,0.4612,173.9,694,2119,5,0.0327,9.2,1622,236,0,0
2021-09-15,2774,2829,155,4095,0.0379,0.4073,185.5,836,1993,4,0.0258,7.87,1489,263,0,0
2021-09-16,2680,2681,140,4034,0.0347,0.4088,175.0,540,2141,4,0.0286,7.26,1665,242,1,0
2021-09-17,2094,2135,110,3436,0.032,0.2942,167.3,438,1697,5,0.0455,5.75,1352,259,0,0
2021-09-18,1901,1897,80,2397,0.0334,0.3185,200.0,622,1275,2,0.025,3.67,1191,269,0,0
2021-09-19,2092,2079,165,3582,0.0461,0.2281,188.1,629,1450,5,0.0303,3.87,1175,243,0,0
2021-09-20,2346,2390,171,3927,0.0435,0.3814,200.0,573,1817,4,0.0234,8.41,1467,232,0,0
2021-09-21,2819,2807,189,4614,0.041,0.4142,196.6,851,1956,8,0.0423,5.41,1445,359,0,0
2021-09-22,2523,2555,160,4057,0.0394,0.4396,198.0,815,1740,5,0.0312,3.8,1293,292,1,0
2021-09-23,2817,2758,201,4148,0.0485,0.3842,152.8,679,2079,6,0.0299,7.98,1691,155,0,0
2021-09-24,2278,2252,116,3681,0.0315,0.2643,145.2,463,1789,4,0.0345,3.91,1270,134,0,0
2021-09-25,2066,2032,117,3289,0.0356,0.2518,199.4,691,1341,5,0.0427,4.47,1319,109,0,0
2021-09-26,2054,2043,108,2920,0.037,0.2687,188.9,514,1529,4,0.037,2.46,1051,195,0,0
2021-09-27,2290,2265,143,3138,0.0456,0.3621,181.7,489,1776,6,0.042,3.16,1423,300,0,0
2021-09-28,2918,2864,217,4354,0.0498,0.4324,188.4,784,2080,10,0.0461,4.61,1638,233,0,0
2021-09-29,2911,2859,180,5174,0.0348,0.4874,185.7,901,1958,8,0.0444,4.56,1784,253,0,0
2021-09-30,2544,2506,149,3138,0.0475,0.4396,180.8,585,1921,4,0.0268,5.6,1560,353,0,0
2021-10-01,2265,2191,123,2643,0.0465,0.2541,155.2,527,1664,6,0.0488,5.43,1397,293,0,0
2021-10-02,2155,2112,112,3238,0.0346,0.2959,199.7,499,1613,2,0.0179,4.4,1150,246,1,0
2021-10-03,2443,2436,140,3679,0.0381,0.2125,171.5,850,1586,4,0.0286,7.77,1565,187,0,0
2021-10-04,2564,2513,147,3857,0.0381,0.3794,200.0,577,1936,7,0.0476,4.32,1314,155,0,0
2021-10-05,2661,2675,205,4143,0.0495,0.4592,192.9,766,1909,6,0.0293,5.34,1370,138,0,0
2021-10-06,2867,2914,143,4241,0.0337,0.3519,171.0,987,1927,4,0.028,4.35,1646,177,0,0
2021-10-07,2717,2714,224,4880,0.0459,0.398,154.7,603,2111,7,0.0312,8.45,1694,215,0,0
2021-10-08,2057,2098,91,2475,0.0368,0.2832,166.8,725,1373,3,0.033,3.54,1198,221,0,0
2021-10-09,2200,2215,132,2955,0.0447,0.2146,164.4,758,1457,4,0.0303,5.08,1383,125,0,0
2021-10-10,2275,2280,130,3373,0.0385,0.3394,200.0,759,1521,5,0.0385,6.55,1390,145,0,0
2021-10-11,2701,2709,132,3173,0.0416,0.3173,200.0,629,2080,6,0.0455,5.14,1440,185,0,0
2021-10-12,3140,3168,217,4641,0.0468,0.3879,180.2,935,2233,9,0.0415,8.08,2035,359,0,0
2021-10-13,3084,3171,268,5810,0.0461,0.4513,171.1,996,2175,7,0.0261,12.8,1614,354,0,0
2021-10-14,2730,2801,199,4213,0.0472,0.4277,150.1,974,1827,10,0.0503,5.26,1778,294,0,0
2021-10-15,2315,2365,114,3657,0.0312,0.2995,149.7,537,1828,3,0.0263,4.9,1291,177,0,0
2021-10-16,2552,2599,142,3243,0.0438,0.3108,174.0,818,1781,3,0.0211,6.09,1494,226,0,0
2021-10-17,2313,2385,108,3283,0.0329,0.2984,200.0,598,1787,2,0.0185,5.64,1344,142,0,0
2021-10-18,2656,2707,148,3857,0.0384,0.2411,200.0,613,2094,5,0.0338,4.12,1423,197,0,0
2021-10-19,3027,3032,178,4355,0.0409,0.4017,200.0,798,2234,4,0.0225,5.94,1679,424,0,0
2021-10-20,3145,3150,211,5532,0.0381,0.4194,149.9,1005,2145,5,0.0237,8.31,1666,466,0,0
2021-10-21,2880,2900,189,4673,0.0404,0.4174,138.6,782,2118,5,0.0265,6.68,1539,333,0,1
2021-10-22,2533,2502,160,3197,0.05,0.1754,200.0,702,1800,5,0.0312,3.41,1321,354,0,0
2021-10-23,2263,2292,116,3551,0.0327,0.38,152.6,801,1491,4,0.0345,7.76,1314,262,0,0
2021-10-24,2488,2443,170,3908,0.0435,0.2984,171.6,635,1808,8,0.0471,7.6,1514,130,0,0
2021-10-25,2768,2718,178,4697,0.0379,0.3574,200.0,794,1924,8,0.0449,7.15,1591,407,0,0
2021-10-26,3096,3036,180,5514,0.0326,0.4873,157.2,774,2262,5,0.0278,10.04,1925,182,0,0
2021-10-27,3279,3227,139,4185,0.0332,0.5647,168.6,836,2391,4,0.0288,8.98,1922,382,0,0
2021-10-28,2996,2968,195,3971,0.0491,0.4369,195.9,903,2065,10,0.0513,3.99,1791,223,0,0
2021-10-29,2889,2822,168,3523,0.0477,0.3541,122.1,961,1861,3,0.0179,4.14,1694,252,0,0
2021-10-30,2140,2103,147,3056,0.0481,0.259,133.7,592,1511,7,0.0476,4.93,1193,241,0,0
2021-10-31,2698,2644,210,4213,0.0498,0.2647,168.7,834,1810,5,0.0238,8.42,1595,248,0,0
2021-11-01,3027,3006,174,5103,0.0341,0.3262,200.0,641,2365,8,0.046,4.36,1534,226,0,0
2021-11-02,2982,2955,163,4388,0.0371,0.3869,200.0,685,2270,5,0.0307,9.99,1859,247,0,0
2021-11-03,3282,3257,203,4677,0.0434,0.4131,163.1,897,2360,7,0.0345,6.93,2009,274,0,0
2021-11-04,3063,3031,184,4638,0.0397,0.3259,166.6,615,2416,8,0.0435,6.21,1627,442,0,0
2021-11-05,2567,2540,130,3386,0.0384,0.3028,180.8,604,1936,5,0.0385,4.2,1563,330,0,0
2021-11-06,2440,2389,170,4582,0.0371,0.1683,200.0,663,1726,5,0.0294,4.86,1199,229,0,0
2021-11-07,2436,2442,121,2878,0.042,0.2814,193.8,494,1948,4,0.0331,5.72,1301,171,0,0
2021-11-08,3088,3137,200,4821,0.0415,0.3482,164.0,752,2385,8,0.04,10.77,1599,411,0,0
2021-11-09,3388,3393,215,6463,0.0333,0.4355,182.3,940,2453,5,0.0233,9.18,2094,223,0,0
2021-11-10,3502,3529,209,5298,0.0394,0.4214,164.8,1009,2520,4,0.0191,11.81,2165,251,0,0
2021-11-11,3185,3234,194,4728,0.041,0.5472,147.8,1096,2138,7,0.0361,9.62,2012,280,0,0
2021-11-12,2576,2636,156,3766,0.0414,0.3746,149.2,782,1854,4,0.0256,5.73,1320,364,0,0
2021-11-13,2408,2476,124,3625,0.0342,0.1903,195.7,649,1827,5,0.0403,6.57,1424,156,0,0
2021-11-14,2622,2691,214,4775,0.0448,0.2835,200.0,914,1777,6,0.028,6.94,1630,167,0,0
2021-11-15,2761,2845,92,3009,0.0306,0.3196,200.0,904,1941,3,0.0326,4.93,1489,283,0,0
2021-11-16,3423,3437,230,6210,0.037,0.3775,200.0,791,2646,6,0.0261,5.51,2053,267,0,0
2021-11-17,3396,3420,190,4156,0.0457,0.3805,180.5,751,2669,7,0.0368,7.67,1753,366,1,0
2021-11-18,3142,3169,189,4584,0.0412,0.415,154.3,955,2214,4,0.0212,4.03,1671,302,0,0
2021-11-19,2875,2914,145,4121,0.0352,0.2725,171.1,828,2086,3,0.0207,8.35,1665,272,0,0
2021-11-20,2665,2643,188,4276,0.044,0.3009,174.8,842,1801,4,0.0213,8.71,1581,162,1,0
2021-11-21,2599,2642,129,3119,0.0414,0.3215,200.0,821,1821,6,0.0465,3.6,1379,169,0,0
2021-11-22,3195,3189,233,5078,0.0459,0.4187,181.2,937,2252,6,0.0258,6.53,1683,421,0,0
2021-11-23,3336,3286,280,6259,0.0447,0.3856,188.4,1143,2143,12,0.0429,9.53,1744,455,1,0
2021-11-24,3557,3587,186,4403,0.0422,0.4713,170.8,1004,2583,4,0.0215,7.46,1922,264,0,0
2021-11-25,3386,3344,205,5143,0.0399,0.425,161.8,726,2618,5,0.0244,6.33,1786,205,0,1
2021-11-26,2865,2842,127,3887,0.0327,0.2829,178.3,921,1921,4,0.0315,6.56,1589,157,0,0
2021-11-27,2726,2675,149,4240,0.0351,0.2139,172.8,636,2039,5,0.0336,5.29,1600,296,0,0
2021-11-28,2619,2581,149,3881,0.0384,0.3523,170.3,817,1764,7,0.047,3.43,1460,314,0,0
2021-11-29,3280,3212,185,4406,0.042,0.3614,200.0,1104,2108,9,0.0486,3.54,1980,280,0,0
2021-11-30,3535,3450,222,5512,0.0403,0.46,200.0,1051,2399,10,0.045,5.25,2097,407,0,0
2021-12-01,3626,3507,233,6526,0.0357,0.4064,134.5,1015,2492,9,0.0386,12.98,1820,425,0,0
2021-12-02,3484,3450,152,5043,0.0301,0.3324,152.9,928,2522,5,0.0329,11.31,1750,495,0,0
2021-12-03,2891,2839,186,4667,0.0399,0.2781,121.2,723,2116,6,0.0323,6.72,1793,160,0,0
2021-12-04,2537,2506,111,3111,0.0357,0.2463,160.0,634,1872,5,0.045,4.88,1283,173,0,0
2021-12-05,2607,2584,151,3382,0.0446,0.2186,180.6,763,1821,6,0.0397,3.45,1349,147,0,0
2021-12-06,3261,3217,156,5129,0.0304,0.3495,200.0,1006,2211,6,0.0385,8.34,1619,440,1,0
2021-12-07,3335,3366,252,6048,0.0417,0.3438,200.0,1016,2350,7,0.0278,6.15,2000,435,0,0
2021-12-08,3797,3828,294,6014,0.0489,0.3915,147.6,880,2948,6,0.0204,10.32,2248,411,1,0
2021-12-09,3082,3117,150,4480,0.0335,0.4269,170.6,854,2263,7,0.0467,9.86,2020,182,0,0
2021-12-10,3097,3164,187,4746,0.0394,0.3368,124.3,1009,2155,6,0.0321,5.19,2003,245,0,0
2021-12-11,2690,2733,109,3416,0.0319,0.2329,179.9,742,1991,4,0.0367,6.65,1535,218,0,0
2021-12-12,2764,2792,192,4526,0.0424,0.2209,182.4,783,2009,5,0.026,3.78,1552,296,0,0
2021-12-13,3090,3115,214,5222,0.041,0.2986,200.0,983,2132,10,0.0467,7.12,1696,236,0,0
2021-12-14,3551,3606,194,5083,0.0382,0.4095,200.0,1079,2527,4,0.0206,4.91,1885,207,0,0
2021-12-15,3638,3651,208,5133,0.0405,0.4797,183.8,954,2697,9,0.0433,6.82,1901,449,0,0
2021-12-16,3427,3533,263,5487,0.0479,0.4398,179.7,1181,2352,6,0.0228,5.82,1837,282,0,0
2021-12-17,3035,3002,144,4241,0.034,0.2818,151.3,674,2328,7,0.0486,5.77,1552,286,0,0
2021-12-18,2738,2750,125,4089,0.0306,0.1948,179.5,961,1789,5,0.04,5.83,1474,173,0,0
2021-12-19,2751,2784,252,5345,0.0471,0.2852,189.9,606,2178,6,0.0238,6.69,1520,363,0,0
2021-12-20,3203,3200,193,4642,0.0416,0.3088,200.0,647,2553,7,0.0363,8.29,2062,341,0,0
2021-12-21,3618,3623,247,5175,0.0477,0.4023,200.0,1208,2415,7,0.0283,11.27,2126,508,1,0
2021-12-22,3426,3478,200,4767,0.042,0.5138,171.4,823,2655,5,0.025,6.68,2254,346,0,0
2021-12-23,3285,3263,249,5380,0.0463,0.4347,116.9,1010,2253,11,0.0442,5.86,1814,470,0,0
2021-12-24,3155,3098,175,4535,0.0386,0.3145,159.6,996,2102,6,0.0343,5.47,1762,431,1,0
2021-12-25,2836,2770,171,3795,0.0451,0.1889,180.6,911,1859,5,0.0292,7.9,1520,298,0,1
2021-12-26,2874,2823,240,4981,0.0482,0.2824,185.1,984,1839,6,0.025,8.26,1489,405,0,0
2021-12-27,3303,3227,239,5757,0.0415,0.4031,184.3,788,2439,8,0.0335,8.53,1683,266,0,1
2021-12-28,3709,3646,169,5031,0.0336,0.4094,200.0,1118,2528,8,0.0473,5.15,2340,316,0,0
2021-12-29,3691,3635,145,4096,0.0354,0.515,183.2,790,2845,4,0.0276,6.04,2356,198,0,0
2021-12-30,3373,3346,193,5693,0.0339,0.458,148.4,873,2473,9,0.0466,6.93,1696,364,0,0
2021-12-31,3077,3044,145,4149,0.0349,0.3898,130.2,996,2048,7,0.0483,9.19,1591,372,0,0
2022-01-01,2670,2641,158,4379,0.0361,0.2678,156.9,674,1967,4,0.0253,9.31,1488,336,0,1
2022-01-02,2940,2902,132,3210,0.0411,0.3012,200.0,838,2064,3,0.0227,2.97,1532,189,0,0
2022-01-03,3073,3029,212,5084,0.0417,0.4207,200.0,835,2194,10,0.0472,8.01,1680,286,0,0
2022-01-04,3728,3736,181,4699,0.0385,0.4506,187.7,1109,2627,6,0.0331,5.35,1940,253,0,0
